Case Number,Account Name,Person Type,message,Score,Review,Correct/Incorrect
TS002144178,Unipath Ltd trading as Alere International,Customer,"Hi,

My apologies if I worded this request incorrectly.

The McKesson BU1 810 map is used for both IMI and First Check, Trading Partner 605110 and Strategic Sourcing Services TP 622225.

The updated information is populating correctly however, when testing in CTE I noticed that the First Check 810 is coming up as an IMI 810.

The First Check ISA/GS is different than IMI, see PID in Production 930722924.

ISA*05 and ISA*06 should be: ZZ*FIRSTCHECK
GS*02 should be: FIRSTCHECK

See PID in CTE for how the 810 appears: 24890437

Thank you,

Tracy



",-0.7397288428826,,
TS002174977,"New Era Cap Co., Inc.",Customer,"I believe since our 3PL has a new system, this version isn't sending the ORDER_NO under the EI?P_CTL_ID, so it's probably erroring because it's looking for those values....I will get back to you.  Julia
",0.5602917191981144,,
TS002174977,"New Era Cap Co., Inc.",Customer,"I will let our 3PL team now. They are the ones sending us the N856 XML format.
Please note we cannot access or open the IBM downloads. ? Can you email me your zipped files/folder directly?
julia.harder@neweracap.com

",-0.9447308227110113,,
TS001676747,"New Era Cap Co., Inc.",Customer,"Hi,

  Our third party XPO has been very slow with their changes for this one.. I am trying to push testing for this one. It is on their list to do. I hope to have something soon so we can complete this one.

Lizz?
",0.8230847900948572,,
TS002081568,ArvinMeritor Inc (MI),Customer,"Hi Debby, 

Please confirm, if IBM mapping team working on following change request. Thanks!

-Sanjeev Aggarwal
",-0.739291231608794,,
TS001729470,Russell A Farrow Limited,Customer,"<p>Can you please take a look at the mapping condition for the SCAC that's in the input MRS?</p><p></p><p>If SCAC = ""SNCK"" | SCAC = ""TCSR"" | SCAC = ""NLAT"" | SCAC = ""YLAR"" | SCAC = ""SCDS"" | SCAC = ""CNGV"" | SCAC = ""HUBG"" then</p><p>Begin</p><p>&nbsp;PORT = 9999;</p><p>&nbsp;$810.#&zwnj;TEMP_EDI_SHIP_HEADER_DIST_PORT_ENTRY_DESC = #&zwnj;0114;</p><p>&nbsp;//$810.#&zwnj;TEMP_EDI_SHIP_HEADER_DIST_PORT_ENTRY_DESC = """";</p><p>&nbsp;$810.#&zwnj;TEMP_EDI_SHIP_HEADER_MOT = 20;</p><p>End</p><p></p><p>After_Output:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;distPort&gt;<b>3801</b>&lt;/distPort&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;distPortEntry&gt;<b>3801</b>&lt;/distPortEntry&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;scac&gt;HUBG&lt;/scac&gt;</p><p></p><p>Before_output:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;DIST_PORT&gt;<b>9999</b>&lt;/DIST_PORT&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;DIST_PORT_ENTRY&gt;<b>9999</b>&lt;/DIST_PORT_ENTRY&gt;</p><p>      &lt;SCAC&gt;HUBG&lt;/SCAC&gt;</p><p></p><p>Can you please re-run translation for the test files after the change?</p><p></p>",-0.8730480114186154,,
TS001856369,Phadia AB,Customer,"yes we need to get the connection details from the Ariba integration resource and shared secret needs to be setup etc.
//HP ?
",-0.591042428751937,,
TS002048863,Toto USA Inc,Customer,"Please let me know when I can test.

Thanks,

Mitch
",-0.9564525269831347,,
TS002081585,"Azteca Foods, Inc.",Customer,"Hi, in looking at the files, there were originally 13 files.  When you re ran them there were only 10 replaced.  Can you please re run all 13 together so I have one batch to return to them.?  Please let me know as soon as this is complete.  Thanks.
",-0.9538680898172014,,
TS002174977,"New Era Cap Co., Inc.",Customer,"?Please let me know if you have picked up any discrepancies?  I'm hoping if you find something I can relay it to our 3PL today.  thx, JH
",-0.7619935761392126,,
TS001676747,"New Era Cap Co., Inc.",Customer,"Hmm ok thanks. I didn't notice that was the dept text. I will run another test. XPO is telling me it is missing a value.

Lizz

",-0.8310460286901468,,
TS001818952,Hirschvogel Inc,Customer,"Dear Prabakar,
many thanks for the support, we will inform Neapco to correct and resend the 830 with the correct value in ATH 02/05

BR Matthias Zimmermann
",0.594599794640963,,
TS001931677,Mode Transportation,Customer,"Approved for production. Please deploy as soon as possible.
",-0.9277333869010591,,
TS002081585,"Azteca Foods, Inc.",Customer,<p>I was gong by this:</p><p><b><u>14&nbsp;GRD_FDS880</u></b>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;850&nbsp;&nbsp;223223&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;H010&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;OPEN&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2019040820190408&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;20190408AFI&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;1669&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;00&nbsp;SA&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Y&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;~|</p><p>14&nbsp;GRD_FDS880&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;850&nbsp;&nbsp;223223&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;H020&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;111800&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;111800&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;223223&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;~|</p><p>14&nbsp;GRD_FDS880&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;850&nbsp;&nbsp;223223?</p><p></p><p>But that is fine as long as the customer receives what they want.&nbsp; If you can reprocess right now that would be great.&nbsp; I will try to get the 855's right back for processing.</p><p></p><p>Thank you!!</p>,-0.5087979494039921,,
TS002110947,Thermos LLC,Customer,"We need an additional modification to this map: 

For the REF*SE segment, the TP requires that we still send ""REF*SE"" even if the other fields are un-populated. Please modify the standard mapping so that the output always shows ""REF*SE"". 

Gary Jeleniewski 
847-593-6511

",0.5644873674886995,,
TS002174977,"New Era Cap Co., Inc.",Customer,"Hi, XPO sent us another N856 test file - I ran it thru CTE - PID 515c9895-b339-4978-a085-b4c3a404f164?.but it's still only grabbing the first order/N1*Z7 in the EDI 856....thanks, Julia
",-0.6324878917516994,,
TS001891585,Isover,Customer,"Hi Nabanuri,

Sorry for my mistake.
I started a new test for message ORDRSP for company 1010 now.

There is an issue during the translation now
process Id: d9cb545e-5a3b-44f9-91f7-e3be78f2cc7e

Can you please check and give me more details about ?

Thank you.
Sébastien
",-0.859139455201624,,
TS001729470,Russell A Farrow Limited,Customer,"KELLOGG US Changes JAN 6 Additional:

<EdiInvoiceLines>

Change <qtyCommercial> to <qtyCommercialAmt> 


",-0.5,,
TS002081585,"Azteca Foods, Inc.",Customer,"The file looks good with one exception, I need you to  ZZ and ?TST1GORDONFOODS as the ID and qualifiers  They are going to be looking for one you have set up know after we pass the testing phase.  Also, I need to know if the 850's that have been sent to us can be rerun with new map or do I need to have them resend.  Please let me know asap as I will not be in the office tomorrow.


",-0.7774564113797501,,
TS001258436,ArvinMeritor Inc (MI),Customer,"Hi Sumanth,

DELFOR and DESADV setup still not moved to production. Once we complete the DELFOR and DESADV setup then only we will be able proceed with Case. Please put this case on hold.

Thank you.

Regards,
Ragav
",-0.8961100611847078,,
TS001729470,Russell A Farrow Limited,Customer,"Hi Kusuma,

Can you please translate the following documents after the map is corrected?

- KELLOGGUS_36ae74ee-1884-4997-939a-631b19dd5705_EDI810.txt
- KELLOGGUS_cc5db5a5-2e38-42bd-bb4d-0d14903d6300_EDI810.txt
",-0.8401455189316499,,
TS001891585,Isover,Customer,"Hi Nabanuri,

I just started a test for message ORDRSP.

There is an issue during the processing by Inflight
process Id: b1f81183-fb07-4f1a-9cf8-751d23a19a07

Can you please check and let me know ?

Thank you.
Sébastien
",-0.9136153801656485,,
TS001522495,Phadia AB,Customer,"Eurofins has sent 2 orders in which were not processed correctly 
- no naming in the transfered file
- like with Abbott the only the Header data is transferred in the 850 sent to our server
please check 

//HP
",-0.9032485082995364,,
TS001676747,"New Era Cap Co., Inc.",Customer,"<p>?Hi Paula,</p><p></p><p>&nbsp;I just ran a&nbsp;new test and I noticed one thing missing.</p><p></p><p></p><p>Dicks VD is missing the below segment. The 105 ( position 64) is needed as well as the /&nbsp;(position 134)</p><p>E2EDPT2001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;105&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;/</p><p></p><p>&nbsp;Process ID 2e94a988-0be9-4419-af1c-89038b3a65f6</p><p></p><p>CTE</p><p></p><p>E2EDPT1001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Z009E&nbsp;EN</p><p>E2EDPT1001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Z015E&nbsp;EN</p><p></p><p>&nbsp;</p><p>PROD&nbsp;AE</p><p>Process ID 52dba384-d4ed-46f9-9aca-0cf126e5aabf</p><p></p><p>E2EDPT1001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Z009E&nbsp;EN</p><p>E2EDPT2001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;105&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;/</p><p>E2EDPT1001&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Z015E&nbsp;EN</p><p></p><p></p><p>Thanks</p><p>Lizz</p><p></p><p></p><p></p>",-0.8555799281109016,,
TS001729470,Russell A Farrow Limited,Customer,<p>KELLOGG US Changes JAN 6:</p><p>UPLOADED GOLD FILE:  KELLOGGUS_72709948_EDI810.xml   (Corrected)</p><p></p><p>&lt;ediShipment&gt;</p><p>&lt;matchEntry&gt;K780728451&lt;/matchEntry&gt; &lt;!?Please ADD --&gt;</p><p>&nbsp;</p><p>&lt;EdiInvoiceHeader&gt;</p><p>Remove the following</p><p>&lt;!-- &lt;houseBill/&gt; --&gt;</p><p>&lt;!-- &lt;subBill/&gt; --&gt;</p><p>&lt;!-- &lt;subSubBill/&gt; --&gt;</p><p>&nbsp;</p><p>&lt;EdiInvoiceLines&gt;</p><p>Remove the following</p><p>&lt;!-- &lt;houseBill/&gt; --&gt;</p><p>&lt;!-- subBill/&gt; --&gt;</p><p>&lt;!-- subSubBill/&gt; --&gt;</p><p>&nbsp;</p><p>&nbsp;&nbsp;&lt;!-- &lt;houseBill/&gt; --&gt;</p><p>&lt;!-- &lt;subBill/&gt; --&gt;</p><p>&lt;!-- &lt;subSubBill/&gt; --&gt;</p><p>&nbsp;</p><p>&lt;EdiInvoiceTariffClass&gt;</p><p>Add the following elements:</p><p>&nbsp;&lt;commInvLineNo&gt;1&lt;/commInvLineNo&gt;</p><p>&lt;commInvNo&gt;72709948&lt;/commInvNo&gt;</p><p>&lt;dateInvoice&gt;20181117&lt;/dateInvoice&gt;</p><p>&nbsp;</p><p>&lt;EdiShipmentHeaderAux&gt;</p><p>Add</p><p>&lt;matchEntry&gt;K780728451&lt;/matchEntry&gt; &lt;!-- ADD --&gt;</p><p>&lt;brokerYn/&gt; &lt;!-- ADD --&gt;</p><p>Remove the following:</p><p>&lt;!-- &lt;houseBill/&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;subBill/&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;subSubBill/&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;unLocationLading/&gt; --&gt;</p><p>&nbsp;</p><p>&lt;EdiShipmentId&gt;</p><p>Remove the following:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;EdiShipmentIdFlex&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;seqNo&gt;1&lt;/seqNo&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;/EdiShipmentIdFlex&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;houseBill/&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;subBill/&gt; --&gt;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&lt;!-- &lt;subSubBill/&gt; --&gt;</p>,-0.8532713623462546,,
TS002048863,Toto USA Inc,Customer,"<p>Thank you for reverting back to the old program.   The logic for this change is detailed below;</p><p></p><p><u>THE CURRENT LOGIC FOR SETTING THE SZCSTNBR FIELD IN THE POFILE1</u></p><p>If the value in the BEG02 segment is not ?DR? or ?DS? please do the following </p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Non Stock Orders:&nbsp;The ship to number will be based on the REF segment.&nbsp;The new field is named SZCSTNBR and is 20 characters in length.&nbsp;It is populated by the REF segment where REF01 is ?GQ?.&nbsp;&nbsp;The value is in REF02 and is calculated in the following way;</p><p>a.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The field starts in position 2</p><p>b.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The field ends when the character ?-? is encountered.</p><p><b>2.</b>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Stock Orders:&nbsp;This is to be checked before the REF02 value&nbsp;in (#&zwnj;1)</p><p>a.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If there is a value in the N104/ST segment that will be the value used in the SZCSTNBR.&nbsp;The following logic will need to be applied;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;i.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If character 10 is not ?0? (zero)&nbsp;put characters 10 -13 into the SZCSTNBR field</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ii.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If character 10 is ?0? (zero) put characters 11 ? 13 into the SZCSTNBR field</p><p></p><p><u>CHANGE TO THE CURRENT LOGIC  AFTER RUNNING THROUGH ABOVE STEPS</u></p><p>If there is the value ""DR"" or ""DS"" in the BEG02 segment please update the file POFILE1 with the following;</p><p>(1) Move ""DPSH"" to the field SZCSTNBR</p><p>(2) Move ""DS"" to the field SZORSHP</p>",-0.7051442377170068,,
TS002081585,"Azteca Foods, Inc.",Customer,"Great let me know when I can test - we will need to rerun the files that have already been send and processed in the CTE 

Thanks.?
",0.5107129538454642,,
TS002144519,CEVA LOGISTICS,Customer,"IBM - thank you for having the flow ready.   A test file transmitted successfully.
Afterwards the trading Partner reminded me that they want the files placed in the folder labeled New Folder
Can you make this update for us?
",-0.6555427157819294,,
TS002175096,Mueller Sports Medicine Inc,Customer,"Thank you.  Please update the table for Olympia to return NT30.  Please see highlighted row  in attached file for these changes. 

Thanks, 
jesi 
",0.6452420803108546,,
TS002110947,Thermos LLC,Customer,"Apparently the setup is fine. 

Please refer to the attached MCR for changed to the 856. Test data is also attached. 

Gary Jeleniewski 
847-593-6511
",0.5860966719785036,,
TS001522495,Phadia AB,Customer,"Hi Again
I tried to reprocess fc16d782-467e-4a37-875a-1612f63adbdf
which did not work from my end
- ALWAYS make sure that the files has the according naming
- give feed back if you have established naming convention ( Eurofins )
- reprocess with correct name
just like IBM we cannot determine which customer is meant if the filename is not stating that 

Thanks

HP




",-0.9240060335409525,,
TS001676747,"New Era Cap Co., Inc.",Customer,"Hi Paula,

  I have to wait for XPO to make a change before we can move this to production. I talked about this one on my daily call with them. I hope to have it done soon!

Thanks
Lizz?
",0.5649610068278786,,
TS001891585,Isover,Customer,"Hi Naveen,

The existing entry for POINT P is the same for this new output flow that's why I didn't fill in the CodeList tab.

Thank you.
regards
Sébastien
",0.5698261005517713,,
TS002048863,Toto USA Inc,Customer,"The change made on this request is working fine. Unfortunately the logic for orders where the BEG02 segment is not ""DR"" or ""DS"" is now incorrect. Please revert back to the previous map immediately.   This needs to be done ASAP because it is causing problems with production orders. 
",-0.6941010906959797,,
TS001522495,Phadia AB,Customer,"Hi Rajni,
that was sent before you changes the mapping 
- none of any sent orders contained correct data to process in our SAP 
- have you changed the mapping now ? that was the question

//HPS
",-0.5581786000332133,,
TS001818952,Hirschvogel Inc,Customer,"Hello,
today we checked the inbound data but unfortunatly all 830 files are on error (find attached)
can you please doublecheck what the reason

thanks
",-0.8482283559501962,,
